timestamp,source_ip,target_url,status_code,response_time
2025-06-08T12:11:26.935879,127.0.0.1,https://call-bridge.vercel.app/,200,0.4263739585876465
2025-06-08T12:11:26.941658,127.0.0.1,https://call-bridge.vercel.app/,200,0.4194352626800537
2025-06-08T12:11:26.957323,127.0.0.1,https://call-bridge.vercel.app/,200,0.4240846633911133
2025-06-08T12:11:26.965437,127.0.0.1,https://call-bridge.vercel.app/,200,0.4240846633911133
2025-06-08T12:11:26.973068,127.0.0.1,https://call-bridge.vercel.app/,200,0.41930437088012695
2025-06-08T12:11:26.973068,127.0.0.1,https://call-bridge.vercel.app/,200,0.43726038932800293
2025-06-08T12:11:26.973068,127.0.0.1,https://call-bridge.vercel.app/,200,0.4145011901855469
2025-06-08T12:11:26.989123,127.0.0.1,https://call-bridge.vercel.app/,200,0.45285701751708984
2025-06-08T12:11:26.996894,127.0.0.1,https://call-bridge.vercel.app/,200,0.42554140090942383
2025-06-08T12:11:26.996894,127.0.0.1,https://call-bridge.vercel.app/,200,0.44883275032043457
2025-06-08T12:11:26.996894,127.0.0.1,https://call-bridge.vercel.app/,200,0.43407368659973145
2025-06-08T12:11:26.998885,127.0.0.1,https://call-bridge.vercel.app/,200,0.44883275032043457
2025-06-08T12:11:26.998885,127.0.0.1,https://call-bridge.vercel.app/,200,0.4671635627746582
2025-06-08T12:11:27.003922,127.0.0.1,https://call-bridge.vercel.app/,200,0.42894816398620605
2025-06-08T12:11:27.004932,127.0.0.1,https://call-bridge.vercel.app/,200,0.4552929401397705
2025-06-08T12:11:27.018773,127.0.0.1,https://call-bridge.vercel.app/,200,0.47572898864746094
2025-06-08T12:11:27.018773,127.0.0.1,https://call-bridge.vercel.app/,200,0.4088709354400635
2025-06-08T12:11:27.018773,127.0.0.1,https://call-bridge.vercel.app/,200,0.446713924407959
2025-06-08T12:11:27.018773,127.0.0.1,https://call-bridge.vercel.app/,200,0.4013798236846924
2025-06-08T12:11:27.018773,127.0.0.1,https://call-bridge.vercel.app/,200,0.4387214183807373
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.44576025009155273
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.430025577545166
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.47464966773986816
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.4438331127166748
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.485123872756958
2025-06-08T12:11:27.020782,127.0.0.1,https://call-bridge.vercel.app/,200,0.3959686756134033
2025-06-08T12:11:27.036632,127.0.0.1,https://call-bridge.vercel.app/,200,0.4458751678466797
2025-06-08T12:11:27.036632,127.0.0.1,https://call-bridge.vercel.app/,200,0.5025796890258789
2025-06-08T12:11:27.036632,127.0.0.1,https://call-bridge.vercel.app/,200,0.4208669662475586
2025-06-08T12:11:27.036632,127.0.0.1,https://call-bridge.vercel.app/,200,0.5052547454833984
2025-06-08T12:11:27.040536,127.0.0.1,https://call-bridge.vercel.app/,200,0.4163789749145508
2025-06-08T12:11:27.048189,127.0.0.1,https://call-bridge.vercel.app/,200,0.48770666122436523
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.4292316436767578
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.4618406295776367
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.46373844146728516
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.4392075538635254
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.45688891410827637
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.4551229476928711
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.49585819244384766
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.45870518684387207
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.46334171295166016
2025-06-08T12:11:27.051778,127.0.0.1,https://call-bridge.vercel.app/,200,0.518455982208252
2025-06-08T12:11:27.068649,127.0.0.1,https://call-bridge.vercel.app/,200,0.5362508296966553
2025-06-08T12:11:27.068649,127.0.0.1,https://call-bridge.vercel.app/,200,0.47385072708129883
2025-06-08T12:11:27.068649,127.0.0.1,https://call-bridge.vercel.app/,200,0.4460146427154541
2025-06-08T12:11:27.076014,127.0.0.1,https://call-bridge.vercel.app/,200,0.4438357353210449
2025-06-08T12:11:27.076014,127.0.0.1,https://call-bridge.vercel.app/,200,0.4937422275543213
2025-06-08T12:11:27.076014,127.0.0.1,https://call-bridge.vercel.app/,200,0.46507811546325684
2025-06-08T12:11:27.083456,127.0.0.1,https://call-bridge.vercel.app/,200,0.4517092704772949
2025-06-08T12:11:27.083456,127.0.0.1,https://call-bridge.vercel.app/,200,0.43538498878479004
2025-06-08T12:11:27.089474,127.0.0.1,https://call-bridge.vercel.app/,200,0.4441494941711426
2025-06-08T12:11:27.089474,127.0.0.1,https://call-bridge.vercel.app/,200,0.4295918941497803
2025-06-08T12:11:27.089474,127.0.0.1,https://call-bridge.vercel.app/,200,0.46651673316955566
2025-06-08T12:11:27.096018,127.0.0.1,https://call-bridge.vercel.app/,200,0.45864319801330566
